Gen,PCdiversity
0,0.2125
1,0.38
2,0.4925
3,0.445
4,0.4725
5,0.405
6,0.4625
7,0.7075
8,0.8275
9,0.87
10,0.9
11,0.8475
12,0.8375
13,0.8125
14,0.87
15,0.9975
16,0.7575
17,0.835
18,0.875
19,0.86
20,0.855
21,0.8625
22,0.86
23,0.8575
24,0.8775
25,0.875
26,0.865
27,0.8625
28,0.85
29,0.8925
30,0.9025
31,0.8825
32,0.9125
33,0.9025
34,0.8675
35,0.88
36,0.8925
37,0.8575
38,0.8675
39,0.8825
40,0.88
41,0.8875
42,0.8725
43,0.885
44,0.8875
45,0.8525
46,0.8675
47,0.91
48,0.875
49,0.87
50,0.8675
