Gen,PCdiversity
0,0.9925
1,0.945
2,0.9025
3,0.8475
4,0.8325
5,0.805
6,0.79
7,0.805
8,0.83
9,0.865
10,0.8375
11,0.8525
12,0.8575
13,0.8275
14,0.9025
15,0.885
16,0.845
17,0.8475
18,0.8625
19,0.8525
20,0.81
21,0.8575
22,0.83
23,0.8625
24,0.8475
25,0.875
26,0.845
27,0.88
28,0.855
29,0.8625
30,0.9
31,0.8575
32,0.805
33,0.785
34,0.75
35,0.7275
36,0.725
37,0.76
38,0.745
39,0.7475
40,0.75
41,0.7175
42,0.715
43,0.69
44,0.6875
45,0.7
46,0.705
47,0.705
48,0.665
49,0.645
50,0.665
