Node,Mean Count
INL,2.933333333333333
PHC,0.4666666666666667
PLSC,0.3
INC,0.43333333333333335
FOC,0.6
PIP,0.26666666666666666
FC1,0.26666666666666666
FC2,2.2333333333333334
PTC,0.6333333333333333
FTC,1.4
+,1.4
-,2.2
*,0.8666666666666667
/,0.9333333333333333
max,2.1666666666666665
min,0.9666666666666667
sqrt,1.4666666666666666
^2,1.1666666666666667
