Node,Mean Count
INL,3.1333333333333333
PHC,0.4
PLSC,0.6666666666666666
INC,0.43333333333333335
FOC,0.6666666666666666
PIP,0.4666666666666667
FC1,0.5666666666666667
FC2,2.3
PTC,0.8333333333333334
FTC,0.9
+,1.6333333333333333
-,2.4
*,1.5666666666666667
/,1.1666666666666667
max,1.5666666666666667
min,1.0333333333333334
sqrt,1.7
^2,0.7666666666666667
