Gen,PCdiversity
0,0.87
1,0.7175
2,0.6275
3,0.595
4,0.585
5,0.58
6,0.58
7,0.505
8,0.385
9,0.3975
10,0.4375
11,0.4
12,0.4425
13,0.3825
14,0.275
15,0.2575
16,0.225
17,0.265
18,0.32
19,0.3475
20,0.4075
21,0.345
22,0.3875
23,0.4025
24,0.395
25,0.4425
26,0.4225
27,0.455
28,0.5
29,0.4775
30,0.5325
31,0.5075
32,0.5075
33,0.4925
34,0.5125
35,0.4625
36,0.4925
37,0.54
38,0.5125
39,0.555
40,0.5
41,0.56
42,0.525
43,0.585
44,0.5675
45,0.555
46,0.5725
47,0.565
48,0.565
49,0.6075
50,0.6175
