Gen,PCdiversity
0,0.88
1,0.71
2,0.685
3,0.49
4,0.275
5,0.37
6,0.45
7,0.52
8,0.455
9,0.405
10,0.4
11,0.45
12,0.34
13,0.33
14,0.28
15,0.21
16,0.245
17,0.24
18,0.215
19,0.225
20,0.19
21,0.26
22,0.205
23,0.21
24,0.225
25,0.22
26,0.21
27,0.205
28,0.18
29,0.215
30,0.275
31,0.215
32,0.195
33,0.175
34,0.19
35,0.165
36,0.15
37,0.24
38,0.245
39,0.265
40,0.215
41,0.22
42,0.205
43,0.19
44,0.265
45,0.215
46,0.195
47,0.165
48,0.205
49,0.18
50,0.14
