Gen,PCdiversity
0,0.995
1,0.9525
2,0.93
3,0.93
4,0.92
5,0.8575
6,0.89
7,0.8875
8,0.865
9,0.86
10,0.8475
11,0.845
12,0.86
13,0.8425
14,0.895
15,0.8825
16,0.8375
17,0.89
18,0.89
19,0.895
20,0.9325
21,0.8725
22,0.885
23,0.9225
24,0.895
25,0.86
26,0.84
27,0.8575
28,0.795
29,0.825
30,0.85
31,0.86
32,0.805
33,0.8025
34,0.8725
35,0.805
36,0.7875
37,0.8525
38,0.8
39,0.785
40,0.785
41,0.8125
42,0.79
43,0.72
44,0.8
45,0.7825
46,0.81
47,0.7825
48,0.7825
49,0.745
50,0.84
