Gen,PCdiversity
0,0.925
1,0.77
2,0.62
3,0.515
4,0.485
5,0.39
6,0.27
7,0.195
8,0.26
9,0.295
10,0.28
11,0.26
12,0.295
13,0.265
14,0.26
15,0.24
16,0.185
17,0.2
18,0.225
19,0.27
20,0.345
21,0.26
22,0.275
23,0.24
24,0.245
25,0.285
26,0.24
27,0.285
28,0.235
29,0.26
30,0.26
31,0.26
32,0.215
33,0.215
34,0.245
35,0.21
36,0.265
37,0.24
38,0.27
39,0.29
40,0.27
41,0.275
42,0.235
43,0.25
44,0.23
45,0.27
46,0.225
47,0.215
48,0.185
49,0.215
50,0.225
