Gen,PCdiversity
0,0.945
1,0.8425
2,0.825
3,0.82
4,0.9075
5,0.9
6,0.93
7,0.9175
8,0.92
9,0.9475
10,0.915
11,0.9375
12,0.8575
13,0.81
14,0.785
15,0.8525
16,0.835
17,0.8575
18,0.8525
19,0.83
20,0.8325
21,0.8125
22,0.87
23,0.865
24,0.895
25,0.8875
26,0.87
27,0.865
28,0.8275
29,0.8025
30,0.735
31,0.77
32,0.74
33,0.75
34,0.745
35,0.795
36,0.715
37,0.7225
38,0.7625
39,0.755
40,0.7525
41,0.76
42,0.765
43,0.7475
44,0.7375
45,0.7425
46,0.7525
47,0.7675
48,0.7825
49,0.7325
50,0.77
