Gen,PCdiversity
0,0.9475
1,0.895
2,0.87
3,0.905
4,0.9275
5,0.9375
6,0.945
7,0.9175
8,0.855
9,0.805
10,0.905
11,0.905
12,0.89
13,0.81
14,0.775
15,0.8125
16,0.83
17,0.8275
18,0.82
19,0.9
20,0.83
21,0.8675
22,0.87
23,0.8675
24,0.865
25,0.8575
26,0.8725
27,0.8775
28,0.865
29,0.845
30,0.8225
31,0.76
32,0.75
33,0.78
34,0.7525
35,0.8125
36,0.7675
37,0.8
38,0.8425
39,0.81
40,0.7975
41,0.82
42,0.7575
43,0.725
44,0.7225
45,0.7775
46,0.7625
47,0.81
48,0.735
49,0.76
50,0.7975
