Gen,PCdiversity
0,0.9825
1,0.9425
2,0.92
3,0.9325
4,0.905
5,0.93
6,0.9125
7,0.94
8,0.925
9,0.96
10,0.895
11,0.8275
12,0.9625
13,0.93
14,0.93
15,0.88
16,0.9025
17,0.8875
18,0.915
19,0.89
20,0.8725
21,0.8825
22,0.89
23,0.915
24,0.885
25,0.925
26,0.8925
27,0.8675
28,0.8725
29,0.8725
30,0.81
31,0.8425
32,0.8625
33,0.865
34,0.84
35,0.8525
36,0.8625
37,0.87
38,0.845
39,0.81
40,0.8575
41,0.815
42,0.765
43,0.805
44,0.795
45,0.745
46,0.7625
47,0.7675
48,0.7225
49,0.755
50,0.755
