Gen,PCdiversity
0,0.9925
1,0.9625
2,0.9625
3,0.9475
4,0.95
5,0.9575
6,0.9325
7,0.925
8,0.9225
9,0.925
10,0.93
11,0.9025
12,0.8175
13,0.7775
14,0.845
15,0.8075
16,0.8275
17,0.8275
18,0.86
19,0.8725
20,0.895
21,0.8525
22,0.83
23,0.8175
24,0.875
25,0.8675
26,0.8625
27,0.895
28,0.87
29,0.8275
30,0.81
31,0.8525
32,0.79
33,0.8075
34,0.83
35,0.86
36,0.8525
37,0.84
38,0.795
39,0.7625
40,0.8075
41,0.8125
42,0.7825
43,0.7975
44,0.8125
45,0.8175
46,0.76
47,0.805
48,0.83
49,0.89
50,0.825
