Gen,PCdiversity
0,0.91
1,0.8325
2,0.8575
3,0.8275
4,0.8925
5,0.895
6,0.86
7,0.8725
8,0.8625
9,0.78
10,0.695
11,0.7325
12,0.825
13,0.7925
14,0.725
15,0.7175
16,0.765
17,0.7325
18,0.7825
19,0.765
20,0.7175
21,0.7625
22,0.6775
23,0.6925
24,0.7025
25,0.74
26,0.74
27,0.7025
28,0.6975
29,0.7375
30,0.6975
31,0.6775
32,0.6825
33,0.6725
34,0.6775
35,0.6925
36,0.6975
37,0.7
38,0.6375
39,0.6675
40,0.6575
41,0.69
42,0.6725
43,0.6725
44,0.67
45,0.6825
46,0.675
47,0.6725
48,0.71
49,0.72
50,0.715
