Gen,PCdiversity
0,0.9875
1,0.945
2,0.9375
3,0.93
4,0.9
5,0.8525
6,0.8025
7,0.765
8,0.8525
9,0.875
10,0.8825
11,0.85
12,0.885
13,0.87
14,0.8225
15,0.8225
16,0.8325
17,0.8475
18,0.845
19,0.8525
20,0.8425
21,0.8425
22,0.8075
23,0.8175
24,0.7925
25,0.7875
26,0.8325
27,0.8075
28,0.77
29,0.7975
30,0.79
31,0.7775
32,0.8425
33,0.8225
34,0.78
35,0.81
36,0.7275
37,0.745
38,0.7575
39,0.7575
40,0.785
41,0.805
42,0.805
43,0.7825
44,0.79
45,0.715
46,0.7675
47,0.765
48,0.7875
49,0.7175
50,0.765
