states,transshipment,actions1,actions2,rewards
"tensor([  936.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,2000,0,-11872
"tensor([ 1300.,     0.,  1813., 15629.,     0.,     0.,  2000.,     0.])",0,16000,0,-12600
"tensor([ 1487.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-12974
"tensor([ 1858.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,2000,0,-13716
"tensor([2056.,    0., 3166., 1904.,    0.,    0., 2000.,    0.])",0,4000,0,-14112
"tensor([  890.,     0.,  1904., 27700.,     0.,     0.,  4000.,     0.])",0,26000,0,-11780
"tensor([ 2986.,     0., 27700.,  4663.,     0.,     0., 26000.,     0.])",0,6000,0,-15972
"tensor([ 1286.,     0.,  4663., 24240.,     0.,     0.,  6000.,     0.])",0,22000,0,-12572
"tensor([ 2623.,     0., 24240., 14587.,     0.,     0., 22000.,     0.])",0,16000,0,-15246
"tensor([  383.,     0., 14587.,  8714.,     0.,     0., 16000.,     0.])",0,8000,0,-10766
"tensor([ 1796.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,24000,0,-13592
"tensor([ 1082.,     0., 22351.,   301.,     0.,     0., 24000.,     0.])",0,0,0,-2164
"tensor([ 2731.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,26000,0,-15462
"tensor([ 2430.,     0., 29177., 12903.,     0.,     0., 26000.,     0.])",0,16000,0,-14860
"tensor([ -747.,     0., 12903., 29849.,     0.,     0., 16000.,     0.])",0,28000,0,-47350
"tensor([ 3097.,     0., 29849.,  7756.,     0.,     0., 28000.,     0.])",0,10000,0,-16194
"tensor([ 1248.,     0.,  7756., 20446.,     0.,     0., 10000.,     0.])",0,18000,0,-12496
"tensor([ 3492.,     0., 20446., 26443.,     0.,     0., 18000.,     0.])",0,28000,0,-16984
"tensor([ 1046.,     0., 26443.,  2066.,     0.,     0., 28000.,     0.])",0,0,0,-2092
