states,transshipment,actions1,actions2,rewards
"tensor([ 1653.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,2000,0,-13306
"tensor([ 2017.,     0.,  1813., 15629.,     0.,     0.,  2000.,     0.])",0,16000,0,-14034
"tensor([ 2204.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-14408
"tensor([ 2575.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,4000,0,-15150
"tensor([2773.,    0., 3166., 1904.,    0.,    0., 4000.,    0.])",0,2000,0,-15546
"tensor([ 3607.,     0.,  1904., 27700.,     0.,     0.,  2000.,     0.])",0,28000,0,-17214
"tensor([ 3703.,     0., 27700.,  4663.,     0.,     0., 28000.,     0.])",0,4000,0,-17406
"tensor([ 4003.,     0.,  4663., 24240.,     0.,     0.,  4000.,     0.])",0,24000,0,-18006
"tensor([ 3340.,     0., 24240., 14587.,     0.,     0., 24000.,     0.])",0,14000,0,-16680
"tensor([ 3100.,     0., 14587.,  8714.,     0.,     0., 14000.,     0.])",0,8000,0,-16200
"tensor([ 2513.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,22000,0,-15026
"tensor([ 1799.,     0., 22351.,   301.,     0.,     0., 22000.,     0.])",0,0,0,-3598
"tensor([ 1448.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,30000,0,-12896
"tensor([ 1147.,     0., 29177., 12903.,     0.,     0., 30000.,     0.])",0,12000,0,-12294
"tensor([ 1970.,     0., 12903., 29849.,     0.,     0., 12000.,     0.])",0,30000,0,-13940
"tensor([ 1067.,     0., 29849.,  7756.,     0.,     0., 30000.,     0.])",0,8000,0,-12134
"tensor([ 1218.,     0.,  7756., 20446.,     0.,     0.,  8000.,     0.])",0,20000,0,-12436
"tensor([ 1462.,     0., 20446., 26443.,     0.,     0., 20000.,     0.])",0,26000,0,-12924
"tensor([ 1016.,     0., 26443.,  2066.,     0.,     0., 26000.,     0.])",0,2000,0,-12032
