states,transshipment,actions1,actions2,rewards
"tensor([  889.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,2000,0,-11778
"tensor([ 1253.,     0.,  1813., 15629.,     0.,     0.,  2000.,     0.])",0,16000,0,-12506
"tensor([ 1440.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-12880
"tensor([ 1811.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,4000,0,-13622
"tensor([2009.,    0., 3166., 1904.,    0.,    0., 4000.,    0.])",0,2000,0,-14018
"tensor([ 2843.,     0.,  1904., 27700.,     0.,     0.,  2000.,     0.])",0,28000,0,-15686
"tensor([ 2939.,     0., 27700.,  4663.,     0.,     0., 28000.,     0.])",0,4000,0,-15878
"tensor([ 3239.,     0.,  4663., 24240.,     0.,     0.,  4000.,     0.])",0,24000,0,-16478
"tensor([ 2576.,     0., 24240., 14587.,     0.,     0., 24000.,     0.])",0,14000,0,-15152
"tensor([ 2336.,     0., 14587.,  8714.,     0.,     0., 14000.,     0.])",0,8000,0,-14672
"tensor([ 1749.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,22000,0,-13498
"tensor([ 1035.,     0., 22351.,   301.,     0.,     0., 22000.,     0.])",0,0,0,-2070
"tensor([  684.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,30000,0,-11368
"tensor([  383.,     0., 29177., 12903.,     0.,     0., 30000.,     0.])",0,12000,0,-10766
"tensor([ 1206.,     0., 12903., 29849.,     0.,     0., 12000.,     0.])",0,30000,0,-12412
"tensor([  303.,     0., 29849.,  7756.,     0.,     0., 30000.,     0.])",0,8000,0,-10606
"tensor([  454.,     0.,  7756., 20446.,     0.,     0.,  8000.,     0.])",0,20000,0,-10908
"tensor([  698.,     0., 20446., 26443.,     0.,     0., 20000.,     0.])",0,26000,0,-11396
"tensor([  252.,     0., 26443.,  2066.,     0.,     0., 26000.,     0.])",0,2000,0,-10504
