states,transshipment,actions1,actions2,rewards
"tensor([  889.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,2000,0,-11778
"tensor([ 1253.,     0.,  1813., 15629.,     0.,     0.,  2000.,     0.])",0,16000,0,-12506
"tensor([ 1440.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-12880
"tensor([ 1811.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,4000,0,-13622
"tensor([2009.,    0., 3166., 1904.,    0.,    0., 4000.,    0.])",0,2000,0,-14018
"tensor([ 2843.,     0.,  1904., 27700.,     0.,     0.,  2000.,     0.])",0,26000,0,-15686
"tensor([ 2939.,     0., 27700.,  4663.,     0.,     0., 26000.,     0.])",0,4000,0,-15878
"tensor([ 1239.,     0.,  4663., 24240.,     0.,     0.,  4000.,     0.])",0,24000,0,-12478
"tensor([  576.,     0., 24240., 14587.,     0.,     0., 24000.,     0.])",0,14000,0,-11152
"tensor([  336.,     0., 14587.,  8714.,     0.,     0., 14000.,     0.])",0,8000,0,-10672
"tensor([ -251.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,24000,0,-22550
"tensor([ -714.,     0., 22351.,   301.,     0.,     0., 24000.,     0.])",0,0,0,-35700
"tensor([ 1649.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,28000,0,-13298
"tensor([ 1348.,     0., 29177., 12903.,     0.,     0., 28000.,     0.])",0,12000,0,-12696
"tensor([  171.,     0., 12903., 29849.,     0.,     0., 12000.,     0.])",0,30000,0,-10342
"tensor([ -732.,     0., 29849.,  7756.,     0.,     0., 30000.,     0.])",0,8000,0,-46600
"tensor([  151.,     0.,  7756., 20446.,     0.,     0.,  8000.,     0.])",0,20000,0,-10302
"tensor([  395.,     0., 20446., 26443.,     0.,     0., 20000.,     0.])",0,26000,0,-10790
"tensor([  -51.,     0., 26443.,  2066.,     0.,     0., 26000.,     0.])",0,2000,0,-12550
