states,transshipment,actions1,actions2,rewards
"tensor([  427.,     0.,  5538., 17636.,     0.,     0.,  6000.,     0.])",0,18000,0,-10854
"tensor([  889.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,2000,0,-11778
"tensor([ 1253.,     0.,  1813., 15629.,     0.,     0.,  2000.,     0.])",0,16000,0,-12506
"tensor([ 1440.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-12880
"tensor([ 1811.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,2000,0,-13622
"tensor([2009.,    0., 3166., 1904.,    0.,    0., 2000.,    0.])",0,4000,0,-14018
"tensor([  843.,     0.,  1904., 27700.,     0.,     0.,  4000.,     0.])",0,26000,0,-11686
"tensor([ 2939.,     0., 27700.,  4663.,     0.,     0., 26000.,     0.])",0,6000,0,-15878
"tensor([ 1239.,     0.,  4663., 24240.,     0.,     0.,  6000.,     0.])",0,22000,0,-12478
"tensor([ 2576.,     0., 24240., 14587.,     0.,     0., 22000.,     0.])",0,16000,0,-15152
"tensor([  336.,     0., 14587.,  8714.,     0.,     0., 16000.,     0.])",0,8000,0,-10672
"tensor([ 1749.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,24000,0,-13498
"tensor([ 1035.,     0., 22351.,   301.,     0.,     0., 24000.,     0.])",0,0,0,-2070
"tensor([ 2684.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,26000,0,-15368
"tensor([ 2383.,     0., 29177., 12903.,     0.,     0., 26000.,     0.])",0,16000,0,-14766
"tensor([ -794.,     0., 12903., 29849.,     0.,     0., 16000.,     0.])",0,26000,0,-49700
"tensor([ 3097.,     0., 29849.,  7756.,     0.,     0., 26000.,     0.])",0,12000,0,-16194
"tensor([ -752.,     0.,  7756., 20446.,     0.,     0., 12000.,     0.])",0,16000,0,-47600
"tensor([ 4244.,     0., 20446., 26443.,     0.,     0., 16000.,     0.])",0,30000,0,-18488
"tensor([ -202.,     0., 26443.,  2066.,     0.,     0., 30000.,     0.])",0,0,0,-10100
