Gen,PCdiversity
0,0.995
1,0.9825
2,0.9125
3,0.7775
4,0.63
5,0.5725
6,0.5775
7,0.48
8,0.3925
9,0.375
10,0.4075
11,0.5075
12,0.5125
13,0.505
14,0.46
15,0.355
16,0.33
17,0.3675
18,0.3375
19,0.3575
20,0.3625
21,0.3675
22,0.34
23,0.3525
24,0.3575
25,0.415
26,0.3725
27,0.355
28,0.35
29,0.4025
30,0.37
31,0.3975
32,0.415
33,0.4475
34,0.46
35,0.4375
36,0.4525
37,0.45
38,0.405
39,0.41
40,0.4525
41,0.4375
42,0.515
43,0.4125
44,0.4325
45,0.45
46,0.505
47,0.55
48,0.5575
49,0.5775
50,0.5525
