Gen,PCdiversity
0,0.9925
1,0.945
2,0.8975
3,0.8375
4,0.75
5,0.82
6,0.7475
7,0.6975
8,0.6325
9,0.74
10,0.7925
11,0.7675
12,0.74
13,0.7525
14,0.72
15,0.755
16,0.7375
17,0.7225
18,0.7475
19,0.7225
20,0.6875
21,0.69
22,0.705
23,0.7025
24,0.6975
25,0.76
26,0.7375
27,0.71
28,0.755
29,0.7725
30,0.7375
31,0.6875
32,0.7325
33,0.735
34,0.7625
35,0.7225
36,0.7275
37,0.735
38,0.6925
39,0.685
40,0.715
41,0.6875
42,0.6625
43,0.705
44,0.71
45,0.71
46,0.67
47,0.69
48,0.6675
49,0.6325
50,0.69
