Gen,PCdiversity
0,0.74
1,0.5675
2,0.4525
3,0.4175
4,0.3975
5,0.35
6,0.365
7,0.32
8,0.18
9,0.1525
10,0.22
11,0.2
12,0.23
13,0.2025
14,0.165
15,0.1575
16,0.14
17,0.1825
18,0.165
19,0.135
20,0.155
21,0.1575
22,0.1475
23,0.1475
24,0.1675
25,0.1325
26,0.15
27,0.1375
28,0.1425
29,0.1425
30,0.145
31,0.16
32,0.155
33,0.16
34,0.155
35,0.15
36,0.145
37,0.14
38,0.1775
39,0.14
40,0.17
41,0.135
42,0.1375
43,0.145
44,0.1525
45,0.1775
46,0.15
47,0.1425
48,0.145
49,0.13
50,0.15
