Gen,PCdiversity
0,0.9975
1,0.96
2,0.945
3,0.8675
4,0.89
5,0.87
6,0.83
7,0.755
8,0.7825
9,0.7775
10,0.7975
11,0.76
12,0.77
13,0.7775
14,0.805
15,0.79
16,0.855
17,0.8225
18,0.8325
19,0.86
20,0.84
21,0.8475
22,0.825
23,0.8
24,0.8175
25,0.7875
26,0.8325
27,0.805
28,0.7625
29,0.8075
30,0.7775
31,0.7675
32,0.79
33,0.77
34,0.7525
35,0.7925
36,0.755
37,0.77
38,0.7175
39,0.7425
40,0.745
41,0.7125
42,0.68
43,0.7025
44,0.79
45,0.76
46,0.7225
47,0.7025
48,0.705
49,0.6825
50,0.69
