Gen,PCdiversity
0,0.9975
1,0.965
2,0.9375
3,0.8375
4,0.815
5,0.8375
6,0.785
7,0.82
8,0.8075
9,0.8225
10,0.8025
11,0.8225
12,0.835
13,0.8225
14,0.7725
15,0.7925
16,0.81
17,0.7525
18,0.7325
19,0.7925
20,0.7775
21,0.7675
22,0.73
23,0.7275
24,0.77
25,0.7775
26,0.7775
27,0.79
28,0.7425
29,0.7775
30,0.735
31,0.795
32,0.75
33,0.7725
34,0.75
35,0.775
36,0.7575
37,0.7875
38,0.7325
39,0.72
40,0.6975
41,0.7125
42,0.7275
43,0.7175
44,0.6825
45,0.71
46,0.6775
47,0.6475
48,0.6275
49,0.665
50,0.665
