Gen,PCdiversity
0,0.98
1,0.935
2,0.9075
3,0.88
4,0.8775
5,0.895
6,0.8825
7,0.8775
8,0.8325
9,0.7
10,0.75
11,0.7575
12,0.8075
13,0.7775
14,0.7925
15,0.8125
16,0.8
17,0.8
18,0.8375
19,0.8625
20,0.805
21,0.8275
22,0.8725
23,0.805
24,0.8
25,0.7975
26,0.845
27,0.8
28,0.835
29,0.835
30,0.835
31,0.8
32,0.825
33,0.81
34,0.84
35,0.8175
36,0.8275
37,0.7775
38,0.8025
39,0.835
40,0.82
41,0.8175
42,0.825
43,0.8075
44,0.7875
45,0.7775
46,0.7075
47,0.785
48,0.7575
49,0.7675
50,0.8325
