states,transshipment01,transshipment02,transshipment12,actions0,actions1,actions2,rewards
"tensor([[  10.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
           13.3327,    3.0999,    2.0000,   20.0000],
        [  10.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
            7.5172,   18.8525,    2.0000,   20.0000],
        [  10.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
           10.3523,    4.8170,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-160.0
"tensor([[  -5.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
            3.0999,    8.5971,    2.0000,   20.0000],
        [   4.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
           18.8525,   13.0875,    2.0000,   20.0000],
        [  -7.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
            4.8170,    1.3650,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-95.0
"tensor([[   0.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
            8.5971,   11.8451,    2.0000,   20.0000],
        [ -16.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
           13.0875,    3.4363,    2.0000,   20.0000],
        [  -4.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
            1.3650,    1.2130,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-120.0
"tensor([[-9.0000e+00,  1.0000e+00,  1.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.1845e+01,  2.9585e+00,  2.0000e+00,  2.0000e+01],
        [-2.2000e+01,  5.0000e+00,  5.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  3.4363e+00,  1.3195e+01,  2.0000e+00,  2.0000e+01],
        [ 0.0000e+00,  1.0000e+01,  1.0000e+01,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.2130e+00,  2.9434e-01,  2.0000e+00,  2.0000e+01]])",-995,-990,-990,0,0,0,-119.0
"tensor([[-1.0000e+01,  1.0000e+00,  1.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  2.9585e+00,  1.4603e+01,  2.0000e+00,  2.0000e+01],
        [-2.0000e+00,  5.0000e+00,  5.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.3195e+01,  1.2220e+01,  2.0000e+00,  2.0000e+01],
        [ 0.0000e+00,  1.0000e+01,  1.0000e+01,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  2.9434e-01,  1.4673e+01,  2.0000e+00,  2.0000e+01]])",-995,-990,-990,0,0,0,-20.0
"tensor([[-3.0000e+00,  1.0000e+00,  1.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.4603e+01,  1.6516e+01,  2.0000e+00,  2.0000e+01],
        [-9.0000e+00,  5.0000e+00,  5.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.2220e+01,  1.5846e+01,  2.0000e+00,  2.0000e+01],
        [ 0.0000e+00,  1.0000e+01,  1.0000e+01,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.4673e+01,  6.1126e-01,  2.0000e+00,  2.0000e+01]])",-995,-990,-990,0,0,0,-48.0
"tensor([[-1.7000e+01,  1.0000e+00,  1.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.6516e+01,  1.5448e+01,  2.0000e+00,  2.0000e+01],
        [-2.0000e+01,  5.0000e+00,  5.0000e+00,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  1.5846e+01,  1.6692e+01,  2.0000e+00,  2.0000e+01],
        [-1.9000e+01,  1.0000e+01,  1.0000e+01,  1.0000e+03,  5.0000e+01,
          0.0000e+00,  6.1126e-01,  6.2872e+00,  2.0000e+00,  2.0000e+01]])",-995,-990,-990,0,0,0,-307.0
"tensor([[  -8.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
           15.4480,   19.9303,    2.0000,   20.0000],
        [ -11.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
           16.6923,    2.5840,    2.0000,   20.0000],
        [  -1.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
            6.2872,    7.8753,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-73.0
"tensor([[ -16.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
           19.9303,   10.2415,    2.0000,   20.0000],
        [ -13.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
            2.5840,    2.5572,    2.0000,   20.0000],
        [  -6.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
            7.8753,   17.5650,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-141.0
"tensor([[ -16.0000,    1.0000,    1.0000, 1000.0000,   50.0000,    0.0000,
           10.2415,    3.1072,    2.0000,   20.0000],
        [   0.0000,    5.0000,    5.0000, 1000.0000,   50.0000,    0.0000,
            2.5572,   10.1591,    2.0000,   20.0000],
        [  -9.0000,   10.0000,   10.0000, 1000.0000,   50.0000,    0.0000,
           17.5650,    4.5508,    2.0000,   20.0000]])",-995,-990,-990,0,0,0,-106.0
