Gen,PCdiversity
0,1.0
1,0.945
2,0.925
3,0.86
4,0.905
5,0.8375
6,0.8325
7,0.7925
8,0.785
9,0.805
10,0.7075
11,0.77
12,0.7275
13,0.76
14,0.8375
15,0.7525
16,0.8
17,0.82
18,0.83
19,0.845
20,0.785
21,0.7625
22,0.7725
23,0.76
24,0.7025
25,0.765
26,0.7225
27,0.725
28,0.715
29,0.73
30,0.72
31,0.7225
32,0.7475
33,0.7225
34,0.78
35,0.7875
36,0.7875
37,0.765
38,0.7675
39,0.78
40,0.7825
41,0.73
42,0.78
43,0.715
44,0.745
45,0.735
46,0.6975
47,0.745
48,0.735
49,0.77
50,0.74
