Gen,PCdiversity
0,1.0
1,0.96
2,0.945
3,0.8875
4,0.8675
5,0.8275
6,0.7925
7,0.8075
8,0.83
9,0.7975
10,0.8075
11,0.795
12,0.7925
13,0.8325
14,0.84
15,0.8125
16,0.7975
17,0.7925
18,0.7925
19,0.8125
20,0.82
21,0.84
22,0.8375
23,0.85
24,0.835
25,0.88
26,0.8375
27,0.8275
28,0.835
29,0.875
30,0.805
31,0.7875
32,0.8125
33,0.7575
34,0.8025
35,0.81
36,0.875
37,0.785
38,0.8
39,0.8325
40,0.8
41,0.73
42,0.785
43,0.745
44,0.775
45,0.8
46,0.7825
47,0.825
48,0.805
49,0.785
50,0.7825
