Gen,PCdiversity
0,1.0
1,0.955
2,0.9675
3,0.9325
4,0.91
5,0.865
6,0.845
7,0.86
8,0.8325
9,0.845
10,0.8075
11,0.775
12,0.81
13,0.795
14,0.845
15,0.785
16,0.85
17,0.8025
18,0.8
19,0.84
20,0.785
21,0.7975
22,0.86
23,0.8025
24,0.8625
25,0.87
26,0.83
27,0.8
28,0.7925
29,0.83
30,0.83
31,0.81
32,0.83
33,0.8175
34,0.785
35,0.775
36,0.8025
37,0.845
38,0.825
39,0.7925
40,0.7675
41,0.835
42,0.79
43,0.7275
44,0.75
45,0.735
46,0.7875
47,0.89
48,0.82
49,0.7925
50,0.7125
