Node,Mean Count
INL,3.033333333333333
PHC,0.26666666666666666
PLSC,0.5666666666666667
INC,0.36666666666666664
FOC,0.23333333333333334
PIP,0.6
FC1,0.43333333333333335
FC2,2.4
PTC,0.6333333333333333
FTC,0.8
+,0.9666666666666667
-,1.8333333333333333
*,1.5
/,1.3666666666666667
max,0.9666666666666667
min,1.7
sqrt,1.7
^2,0.36666666666666664
