Gen,PCdiversity
0,0.9975
1,0.965
2,0.86
3,0.81
4,0.77
5,0.835
6,0.795
7,0.8
8,0.6975
9,0.72
10,0.675
11,0.695
12,0.72
13,0.6975
14,0.695
15,0.7175
16,0.72
17,0.71
18,0.7425
19,0.745
20,0.7
21,0.72
22,0.69
23,0.7375
24,0.7475
25,0.695
26,0.7475
27,0.7725
28,0.745
29,0.725
30,0.6825
31,0.7475
32,0.73
33,0.7175
34,0.6925
35,0.7275
36,0.7525
37,0.7575
38,0.68
39,0.7075
40,0.7525
41,0.6925
42,0.75
43,0.7475
44,0.7875
45,0.765
46,0.7825
47,0.7125
48,0.7475
49,0.7325
50,0.765
