Gen,PCdiversity
0,0.9825
1,0.9275
2,0.88
3,0.8875
4,0.87
5,0.915
6,0.8875
7,0.835
8,0.7775
9,0.8025
10,0.805
11,0.7775
12,0.7975
13,0.8
14,0.795
15,0.8
16,0.78
17,0.7725
18,0.715
19,0.725
20,0.75
21,0.75
22,0.7425
23,0.7625
24,0.7175
25,0.7425
26,0.7075
27,0.6975
28,0.725
29,0.71
30,0.6825
31,0.6725
32,0.675
33,0.725
34,0.68
35,0.6675
36,0.695
37,0.685
38,0.6675
39,0.66
40,0.69
41,0.71
42,0.69
43,0.7075
44,0.67
45,0.6475
46,0.705
47,0.685
48,0.665
49,0.6775
50,0.6975
