Gen,PCdiversity
0,0.985
1,0.93
2,0.8825
3,0.8625
4,0.83
5,0.8275
6,0.8025
7,0.775
8,0.77
9,0.795
10,0.8175
11,0.8225
12,0.7425
13,0.7925
14,0.8475
15,0.8375
16,0.835
17,0.785
18,0.8075
19,0.7925
20,0.735
21,0.7925
22,0.7725
23,0.7725
24,0.79
25,0.7525
26,0.7925
27,0.76
28,0.8025
29,0.76
30,0.7125
31,0.725
32,0.735
33,0.785
34,0.785
35,0.7775
36,0.7775
37,0.7925
38,0.7625
39,0.7675
40,0.7425
41,0.7525
42,0.7575
43,0.745
44,0.7525
45,0.765
46,0.7375
47,0.76
48,0.7725
49,0.72
50,0.77
