Gen,PCdiversity
0,0.995
1,0.9225
2,0.9225
3,0.8975
4,0.8725
5,0.81
6,0.8525
7,0.86
8,0.9
9,0.8525
10,0.8675
11,0.85
12,0.7925
13,0.8025
14,0.8
15,0.7925
16,0.7975
17,0.74
18,0.7875
19,0.7675
20,0.8325
21,0.7775
22,0.795
23,0.7375
24,0.8
25,0.74
26,0.79
27,0.78
28,0.745
29,0.815
30,0.79
31,0.7925
32,0.77
33,0.7825
34,0.75
35,0.745
36,0.7475
37,0.7325
38,0.735
39,0.67
40,0.7325
41,0.7075
42,0.7725
43,0.725
44,0.73
45,0.7425
46,0.71
47,0.68
48,0.7075
49,0.7025
50,0.7875
