Gen,PCdiversity
0,1.0
1,0.9675
2,0.945
3,0.9375
4,0.8925
5,0.8725
6,0.8075
7,0.8225
8,0.8625
9,0.855
10,0.87
11,0.8575
12,0.8525
13,0.85
14,0.805
15,0.855
16,0.84
17,0.81
18,0.7725
19,0.85
20,0.86
21,0.885
22,0.87
23,0.875
24,0.8825
25,0.875
26,0.8475
27,0.87
28,0.855
29,0.83
30,0.8425
31,0.825
32,0.8325
33,0.8025
34,0.8225
35,0.87
36,0.8525
37,0.8425
38,0.8575
39,0.8525
40,0.845
41,0.8225
42,0.85
43,0.795
44,0.8325
45,0.8225
46,0.86
47,0.85
48,0.8475
49,0.845
50,0.835
