Gen,PCdiversity
0,0.9975
1,0.9725
2,0.9525
3,0.9225
4,0.875
5,0.7825
6,0.8475
7,0.8
8,0.7875
9,0.855
10,0.8775
11,0.9
12,0.9125
13,0.8975
14,0.9
15,0.8525
16,0.8475
17,0.8875
18,0.885
19,0.8875
20,0.8625
21,0.8675
22,0.855
23,0.8425
24,0.8425
25,0.8175
26,0.8525
27,0.8275
28,0.82
29,0.8425
30,0.81
31,0.8175
32,0.83
33,0.79
34,0.8675
35,0.81
36,0.8125
37,0.85
38,0.855
39,0.8725
40,0.8225
41,0.835
42,0.855
43,0.84
44,0.815
45,0.7525
46,0.775
47,0.8
48,0.78
49,0.7775
50,0.7475
