Gen,PCdiversity
0,0.985
1,0.66
2,0.695
3,0.77
4,0.615
5,0.835
6,0.795
7,0.84
8,0.7
9,0.89
10,0.81
11,0.55
12,0.84
13,0.875
14,0.56
15,0.61
16,0.525
17,0.79
18,0.745
19,0.58
20,0.78
21,0.82
22,0.795
23,0.78
24,0.585
25,0.845
26,0.77
27,0.65
28,0.375
29,0.865
30,0.845
31,0.81
32,0.52
33,0.76
34,0.82
35,0.83
36,0.77
37,0.81
38,0.84
39,0.715
40,0.855
41,0.82
42,0.61
43,0.765
44,0.875
45,0.89
46,0.865
47,0.915
48,0.86
49,0.86
50,0.895
