Gen,PCdiversity
0,0.835
1,0.6825
2,0.63
3,0.605
4,0.6
5,0.5425
6,0.4975
7,0.41
8,0.3675
9,0.315
10,0.2775
11,0.2975
12,0.3275
13,0.34
14,0.3025
15,0.305
16,0.3275
17,0.33
18,0.3175
19,0.3475
20,0.3525
21,0.315
22,0.315
23,0.315
24,0.345
25,0.3325
26,0.3175
27,0.3
28,0.35
29,0.34
30,0.325
31,0.39
32,0.3825
33,0.3975
34,0.34
35,0.3275
36,0.2525
37,0.205
38,0.225
39,0.18
40,0.18
41,0.2075
42,0.1975
43,0.195
44,0.2175
45,0.225
46,0.245
47,0.2475
48,0.25
49,0.23
50,0.2125
