Gen,PCdiversity
0,0.8425
1,0.6875
2,0.6475
3,0.5975
4,0.5175
5,0.4725
6,0.4725
7,0.4925
8,0.52
9,0.5075
10,0.5
11,0.4375
12,0.38
13,0.375
14,0.3425
15,0.425
16,0.37
17,0.3875
18,0.32
19,0.3425
20,0.4325
21,0.3875
22,0.3575
23,0.4275
24,0.4575
25,0.4025
26,0.31
27,0.265
28,0.2525
29,0.19
30,0.2025
31,0.195
32,0.1775
33,0.2175
34,0.17
35,0.1775
36,0.2175
37,0.2025
38,0.1975
39,0.2125
40,0.195
41,0.19
42,0.2275
43,0.2425
44,0.1875
45,0.195
46,0.2075
47,0.19
48,0.21
49,0.2025
50,0.17
