Gen,PCdiversity
0,0.82
1,0.712
2,0.62
3,0.568
4,0.418
5,0.242
6,0.19
7,0.264
8,0.232
9,0.228
10,0.25
11,0.278
12,0.26
13,0.29
14,0.286
15,0.268
16,0.24
17,0.23
18,0.174
19,0.188
20,0.166
21,0.188
22,0.186
23,0.186
24,0.2
25,0.198
26,0.226
27,0.198
28,0.206
29,0.23
30,0.21
31,0.198
32,0.22
33,0.224
34,0.216
35,0.228
36,0.234
37,0.214
38,0.244
39,0.266
40,0.262
41,0.264
42,0.244
43,0.278
44,0.274
45,0.258
46,0.296
47,0.302
48,0.3
49,0.286
50,0.314
