Gen,PCdiversity
0,0.848
1,0.702
2,0.682
3,0.604
4,0.484
5,0.414
6,0.344
7,0.456
8,0.576
9,0.5
10,0.514
11,0.584
12,0.61
13,0.548
14,0.518
15,0.558
16,0.526
17,0.532
18,0.526
19,0.512
20,0.478
21,0.486
22,0.432
23,0.42
24,0.406
25,0.416
26,0.422
27,0.434
28,0.404
29,0.444
30,0.46
31,0.482
32,0.436
33,0.458
34,0.45
35,0.456
36,0.44
37,0.49
38,0.454
39,0.48
40,0.472
41,0.456
42,0.476
43,0.484
44,0.5
45,0.52
46,0.512
47,0.512
48,0.546
49,0.486
50,0.472
