Node,Mean Count
INL,3.0
PHC,0.1
PLSC,0.5
INC,0.26666666666666666
FOC,0.3
PIP,0.4
FC1,0.5333333333333333
FC2,2.3666666666666667
PTC,0.9333333333333333
FTC,0.6
+,0.6666666666666666
-,2.1333333333333333
*,1.0666666666666667
/,1.1333333333333333
max,1.5333333333333334
min,1.4666666666666666
sqrt,1.4666666666666666
^2,1.0333333333333334
