Gen,PCdiversity
0,0.865
1,0.7525
2,0.635
3,0.5875
4,0.615
5,0.6925
6,0.58
7,0.53
8,0.49
9,0.445
10,0.4625
11,0.4125
12,0.4725
13,0.4875
14,0.5225
15,0.5175
16,0.4675
17,0.4875
18,0.445
19,0.39
20,0.38
21,0.365
22,0.4325
23,0.42
24,0.435
25,0.4125
26,0.34
27,0.3275
28,0.3425
29,0.3725
30,0.3425
31,0.395
32,0.3625
33,0.3525
34,0.395
35,0.33
36,0.3275
37,0.3425
38,0.36
39,0.32
40,0.335
41,0.345
42,0.3375
43,0.32
44,0.3325
45,0.305
46,0.3325
47,0.29
48,0.29
49,0.2775
50,0.305
