Gen,PCdiversity
0,0.845
1,0.7025
2,0.665
3,0.6425
4,0.6375
5,0.5225
6,0.5675
7,0.59
8,0.575
9,0.5425
10,0.5075
11,0.4925
12,0.46
13,0.41
14,0.38
15,0.4125
16,0.345
17,0.3575
18,0.3775
19,0.3925
20,0.3625
21,0.37
22,0.375
23,0.415
24,0.34
25,0.41
26,0.4425
27,0.4125
28,0.41
29,0.395
30,0.39
31,0.415
32,0.4175
33,0.435
34,0.42
35,0.4575
36,0.41
37,0.365
38,0.3575
39,0.3325
40,0.2575
41,0.2575
42,0.2425
43,0.2725
44,0.25
45,0.255
46,0.2525
47,0.245
48,0.245
49,0.26
50,0.2725
