Gen,PCdiversity
0,0.8125
1,0.72
2,0.63
3,0.56
4,0.615
5,0.6075
6,0.7
7,0.6625
8,0.69
9,0.69
10,0.675
11,0.575
12,0.49
13,0.4125
14,0.38
15,0.4075
16,0.4175
17,0.385
18,0.425
19,0.3275
20,0.3425
21,0.3075
22,0.3625
23,0.3825
24,0.3775
25,0.4
26,0.3975
27,0.3875
28,0.3675
29,0.425
30,0.4225
31,0.4225
32,0.4825
33,0.4075
34,0.44
35,0.43
36,0.46
37,0.4425
38,0.4375
39,0.4375
40,0.5175
41,0.455
42,0.4825
43,0.465
44,0.4675
45,0.465
46,0.49
47,0.5525
48,0.4775
49,0.525
50,0.5325
