Gen,PCdiversity
0,0.845
1,0.7325
2,0.655
3,0.595
4,0.5125
5,0.4625
6,0.39
7,0.3625
8,0.3975
9,0.335
10,0.31
11,0.2275
12,0.22
13,0.2875
14,0.225
15,0.255
16,0.2825
17,0.3025
18,0.3075
19,0.3325
20,0.3175
21,0.3325
22,0.3625
23,0.3925
24,0.425
25,0.405
26,0.36
27,0.405
28,0.3975
29,0.3725
30,0.31
31,0.2625
32,0.27
33,0.25
34,0.26
35,0.2575
36,0.29
37,0.32
38,0.3075
39,0.3075
40,0.3425
41,0.325
42,0.3325
43,0.35
44,0.31
45,0.325
46,0.365
47,0.3525
48,0.3925
49,0.385
50,0.345
