Node,Mean Count
INL,2.566666666666667
PHC,1.1666666666666667
PLSC,0.5666666666666667
INC,0.5
FOC,0.8
PIP,0.5333333333333333
FC1,0.3
FC2,2.433333333333333
PTC,0.6333333333333333
FTC,0.7
+,1.4
-,2.0
*,1.2333333333333334
/,1.7666666666666666
max,1.1333333333333333
min,1.6666666666666667
sqrt,1.0666666666666667
^2,0.5666666666666667
