Node,Mean Count
INL,2.6666666666666665
PHC,0.5
PLSC,0.43333333333333335
INC,0.36666666666666664
FOC,0.6
PIP,0.8333333333333334
FC1,0.3
FC2,2.5
PTC,0.4666666666666667
FTC,1.1666666666666667
+,1.2333333333333334
-,2.1333333333333333
*,1.2
/,1.2
max,1.8
min,1.2666666666666666
sqrt,1.5666666666666667
^2,0.6333333333333333
