Gen,PCdiversity
0,0.9925
1,0.955
2,0.9225
3,0.8275
4,0.845
5,0.835
6,0.77
7,0.815
8,0.825
9,0.7725
10,0.8025
11,0.805
12,0.7525
13,0.795
14,0.8075
15,0.775
16,0.785
17,0.765
18,0.7525
19,0.7775
20,0.78
21,0.79
22,0.7675
23,0.76
24,0.7875
25,0.765
26,0.7475
27,0.765
28,0.75
29,0.7625
30,0.72
31,0.775
32,0.765
33,0.7175
34,0.75
35,0.8125
36,0.73
37,0.8325
38,0.7475
39,0.8
40,0.83
41,0.7525
42,0.73
43,0.7825
44,0.76
45,0.785
46,0.735
47,0.7525
48,0.75
49,0.75
50,0.77
