Gen,PCdiversity
0,0.99
1,0.93
2,0.92
3,0.8775
4,0.8575
5,0.8675
6,0.8475
7,0.8325
8,0.86
9,0.8175
10,0.8375
11,0.8125
12,0.83
13,0.785
14,0.805
15,0.8125
16,0.7825
17,0.785
18,0.75
19,0.74
20,0.745
21,0.7325
22,0.79
23,0.72
24,0.7175
25,0.7475
26,0.755
27,0.755
28,0.735
29,0.79
30,0.745
31,0.75
32,0.735
33,0.7625
34,0.8025
35,0.785
36,0.7475
37,0.8075
38,0.7575
39,0.775
40,0.6825
41,0.7125
42,0.725
43,0.77
44,0.7275
45,0.72
46,0.725
47,0.7425
48,0.7525
49,0.6825
50,0.675
