states,transshipment01,transshipment02,transshipment12,actions0,actions1,actions2,rewards
"tensor([[ 10.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  11.6893,
          13.1878,   5.0000,  20.0000],
        [ 10.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  11.1988,
          19.2361,   5.0000,  20.0000],
        [ 10.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,  11.9092,
           4.4966,   5.0000,  20.0000]])",-7,-7,-7,8,14,0,-172.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  13.1878,
          15.6622,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  19.2361,
          17.9640,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   4.4966,
           3.7231,   5.0000,  20.0000]])",-7,-7,-7,14,17,3,-173.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  15.6622,
          19.0251,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,  17.9640,
          17.9024,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   3.7231,
           7.5900,   5.0000,  20.0000]])",-7,-7,-7,18,17,7,-116.0
"tensor([[  1.0000,   1.0000,   1.0000, 100.0000,  10.0000,  14.0000,  19.0251,
           9.6104,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  17.0000,  17.9024,
           3.1430,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,   7.5900,
          12.9787,   5.0000,  20.0000]])",-7,-7,-7,9,2,12,-62.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  18.0000,   9.6104,
           3.0123,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  17.0000,   3.1430,
           2.8640,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   7.0000,  12.9787,
          14.2370,   5.0000,  20.0000]])",-7,-7,-7,2,2,13,-91.0
"tensor([[  6.0000,   1.0000,   1.0000, 100.0000,  10.0000,   9.0000,   3.0123,
           3.7751,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,   2.8640,
          13.3989,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  12.0000,  14.2370,
           5.2718,   5.0000,  20.0000]])",-7,-7,-7,0,12,4,-77.0
"tensor([[  7.0000,   1.0000,   1.0000, 100.0000,  10.0000,   2.0000,   3.7751,
           5.7298,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  13.3989,
           0.9923,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  13.0000,   5.2718,
          18.5648,   5.0000,  20.0000]])",-7,-7,-7,1,0,18,-49.0
"tensor([[  9.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,   5.7298,
           3.6214,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,  12.0000,   0.9923,
           4.8954,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,  18.5648,
          19.2015,   5.0000,  20.0000]])",-7,-7,-7,0,3,18,-70.0
"tensor([[  5.0000,   1.0000,   1.0000, 100.0000,  10.0000,   1.0000,   3.6214,
           6.2740,   5.0000,  20.0000],
        [  3.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,   4.8954,
           2.2294,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  18.0000,  19.2015,
          13.8512,   5.0000,  20.0000]])",-7,-7,-7,3,0,13,-42.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,   6.2740,
          13.7665,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,   3.0000,   2.2294,
           6.5399,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,  18.0000,  13.8512,
           9.4604,   5.0000,  20.0000]])",-7,-7,-7,13,5,8,-74.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   3.0000,  13.7665,
          10.6030,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,   6.5399,
           3.4101,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  13.0000,   9.4604,
          16.3345,   5.0000,  20.0000]])",-7,-7,-7,10,2,15,-93.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  13.0000,  10.6030,
          12.4786,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   5.0000,   3.4101,
          15.5679,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   8.0000,  16.3345,
          19.5536,   5.0000,  20.0000]])",-7,-7,-7,11,15,19,-90.0
"tensor([[  5.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,  12.4786,
          17.7977,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  15.5679,
           8.9205,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  15.0000,  19.5536,
           4.0410,   5.0000,  20.0000]])",-7,-7,-7,14,8,3,-62.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,  11.0000,  17.7977,
           0.1307,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  15.0000,   8.9205,
          12.7152,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  19.0000,   4.0410,
           0.9908,   5.0000,  20.0000]])",-7,-7,-7,0,12,0,-89.0
"tensor([[  4.0000,   1.0000,   1.0000, 100.0000,  10.0000,  14.0000,   0.1307,
          10.3033,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   8.0000,  12.7152,
           2.9852,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,   0.9908,
           4.6694,   5.0000,  20.0000]])",-7,-7,-7,7,2,4,-91.0
"tensor([[  1.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  10.3033,
          16.9130,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  12.0000,   2.9852,
          15.1988,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   4.6694,
          14.8309,   5.0000,  20.0000]])",-7,-7,-7,16,14,14,-46.0
"tensor([[  1.0000,   1.0000,   1.0000, 100.0000,  10.0000,   7.0000,  16.9130,
           4.6638,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  15.1988,
           1.9731,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,  14.8309,
          14.5648,   5.0000,  20.0000]])",-7,-7,-7,4,1,14,-93.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  16.0000,   4.6638,
           8.7718,   5.0000,  20.0000],
        [  3.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   1.9731,
          16.6845,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  14.0000,  14.5648,
           3.6024,   5.0000,  20.0000]])",-7,-7,-7,8,14,3,-50.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   4.0000,   8.7718,
          19.8132,   5.0000,  20.0000],
        [  4.0000,   5.0000,   5.0000, 100.0000,  10.0000,   1.0000,  16.6845,
           1.1291,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  14.0000,   3.6024,
           4.7470,   5.0000,  20.0000]])",-7,-7,-7,19,0,4,-72.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  19.8132,
           9.4575,   5.0000,  20.0000],
        [  4.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   1.1291,
          18.9241,   5.0000,  20.0000],
        [  3.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,   4.7470,
           6.3444,   5.0000,  20.0000]])",-7,-7,-7,8,16,4,-55.0
"tensor([[  5.0000,   1.0000,   1.0000, 100.0000,  10.0000,  19.0000,   9.4575,
          14.7092,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  18.9241,
          18.1903,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,   6.3444,
          14.5244,   5.0000,  20.0000]])",-7,-7,-7,11,17,14,-70.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  14.7092,
           5.7930,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  16.0000,  18.1903,
          12.4528,   5.0000,  20.0000],
        [  2.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,  14.5244,
           0.8934,   5.0000,  20.0000]])",-7,-7,-7,5,11,0,-60.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  11.0000,   5.7930,
           8.6314,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  17.0000,  12.4528,
           4.1696,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,  14.0000,   0.8934,
           0.5759,   5.0000,  20.0000]])",-7,-7,-7,8,3,0,-109.0
"tensor([[  9.0000,   1.0000,   1.0000, 100.0000,  10.0000,   5.0000,   8.6314,
          13.4289,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  11.0000,   4.1696,
           8.0570,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   0.5759,
           5.2156,   5.0000,  20.0000]])",-7,-7,-7,8,7,4,-56.0
"tensor([[ 11.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  13.4289,
          19.2308,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   3.0000,   8.0570,
          13.2859,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   5.2156,
           5.2677,   5.0000,  20.0000]])",-7,-7,-7,13,12,4,-57.0
"tensor([[ 12.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  19.2308,
          11.9075,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   7.0000,  13.2859,
           6.9892,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,   5.2677,
          15.8318,   5.0000,  20.0000]])",-7,-7,-7,5,6,15,-77.0
