states,transshipment01,transshipment02,transshipment12,actions0,actions1,actions2,rewards
"tensor([[  7.0000,   1.0000,   1.0000, 100.0000,  10.0000,  13.0000,   3.5111,
          16.2599,   5.0000,  20.0000],
        [  5.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  11.3805,
          14.4318,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,   9.8342,
           2.2263,   5.0000,  20.0000]])",1,-4,-11,9,9,1,-91.0
"tensor([[  6.0000,   1.0000,   1.0000, 100.0000,  10.0000,   3.0000,  16.2599,
          11.7162,   5.0000,  20.0000],
        [  6.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  14.4318,
          17.8274,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   8.0000,   2.2263,
           4.8884,   5.0000,  20.0000]])",-10,-16,-14,6,12,4,-99.0
"tensor([[  4.0000,   1.0000,   1.0000, 100.0000,  10.0000,   9.0000,  11.7162,
           2.2982,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   9.0000,  17.8274,
          13.2526,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   1.0000,   4.8884,
           4.0286,   5.0000,  20.0000]])",-12,-12,-18,0,12,3,-38.0
"tensor([[  3.0000,   1.0000,   1.0000, 100.0000,  10.0000,   6.0000,   2.2982,
          11.1550,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  12.0000,  13.2526,
           0.6284,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,   4.0286,
           8.0521,   5.0000,  20.0000]])",-2,-2,-13,8,0,7,-67.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  11.1550,
          14.1778,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  12.0000,   0.6284,
          10.3424,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,   8.0521,
           3.5400,   5.0000,  20.0000]])",-11,-10,0,13,9,3,-31.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  14.1778,
           2.5782,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  10.3424,
           3.8112,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   7.0000,   3.5400,
          18.6437,   5.0000,  20.0000]])",-14,-14,-10,2,3,18,-87.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  13.0000,   2.5782,
           8.5865,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   9.0000,   3.8112,
           1.7642,   5.0000,  20.0000],
        [  5.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,  18.6437,
          17.1702,   5.0000,  20.0000]])",-3,2,1,8,1,12,-87.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   2.0000,   8.5865,
          11.1455,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   3.0000,   1.7642,
           3.1131,   5.0000,  20.0000],
        [  4.0000,  10.0000,  10.0000, 100.0000,  10.0000,  18.0000,  17.1702,
          13.3226,   5.0000,  20.0000]])",-9,-5,2,10,2,9,-143.0
"tensor([[  3.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  11.1455,
          18.9480,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   1.0000,   3.1131,
           9.6822,   5.0000,  20.0000],
        [  3.0000,  10.0000,  10.0000, 100.0000,  10.0000,  12.0000,  13.3226,
           9.2503,   5.0000,  20.0000]])",-10,-8,0,16,9,6,-86.0
"tensor([[  6.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,  18.9480,
          10.8258,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,   9.6822,
          12.9458,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   9.0000,   9.2503,
          18.0611,   5.0000,  20.0000]])",-19,-19,-10,5,12,17,-52.0
"tensor([[  7.0000,   1.0000,   1.0000, 100.0000,  10.0000,  16.0000,  10.8258,
           6.1415,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   9.0000,  12.9458,
          15.6242,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   6.0000,  18.0611,
           6.8132,   5.0000,  20.0000]])",-11,-10,-12,0,15,6,-48.0
"tensor([[  3.0000,   1.0000,   1.0000, 100.0000,  10.0000,   5.0000,   6.1415,
          17.1654,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  12.0000,  15.6242,
          14.9633,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  17.0000,   6.8132,
          13.6792,   5.0000,  20.0000]])",-6,-6,-16,14,14,13,-48.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  17.1654,
          10.5499,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  15.0000,  14.9633,
           8.5802,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   6.0000,  13.6792,
          13.4201,   5.0000,  20.0000]])",-17,-16,-14,10,8,12,-66.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  14.0000,  10.5499,
           2.5864,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   8.5802,
          16.3097,   5.0000,  20.0000],
        [  2.0000,  10.0000,  10.0000, 100.0000,  10.0000,  13.0000,  13.4201,
           0.3246,   5.0000,  20.0000]])",-9,-9,-7,2,14,0,-72.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,   2.5864,
           3.3574,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   8.0000,  16.3097,
           4.6122,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  12.0000,   0.3246,
           5.5874,   5.0000,  20.0000]])",-3,-3,-16,1,4,5,-55.0
"tensor([[  5.0000,   1.0000,   1.0000, 100.0000,  10.0000,   2.0000,   3.3574,
          17.6241,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   4.6122,
          17.2989,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   5.5874,
           7.5918,   5.0000,  20.0000]])",-3,-3,-5,13,16,7,-97.0
"tensor([[  7.0000,   1.0000,   1.0000, 100.0000,  10.0000,   1.0000,  17.6241,
           5.0497,   5.0000,  20.0000],
        [  3.0000,   5.0000,   5.0000, 100.0000,  10.0000,   4.0000,  17.2989,
           6.8843,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   5.0000,   7.5918,
           3.9265,   5.0000,  20.0000]])",-15,-18,-17,0,4,3,-42.0
"tensor([[  7.0000,   1.0000,   1.0000, 100.0000,  10.0000,  13.0000,   5.0497,
          15.4469,   5.0000,  20.0000],
        [  3.0000,   5.0000,   5.0000, 100.0000,  10.0000,  16.0000,   6.8843,
           7.4483,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   7.0000,   3.9265,
          10.8641,   5.0000,  20.0000]])",-2,-5,-7,8,4,10,-47.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  15.4469,
           7.0237,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   4.0000,   7.4483,
          19.1049,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,  10.8641,
          16.6340,   5.0000,  20.0000]])",-14,-14,-6,6,18,16,-125.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,   7.0237,
           9.1449,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   4.0000,  19.1049,
           3.8896,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  10.0000,  16.6340,
          12.2897,   5.0000,  20.0000]])",-7,-7,-19,8,3,11,-96.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   6.0000,   9.1449,
          16.7151,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  18.0000,   3.8896,
           4.4295,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  16.0000,  12.2897,
           6.0769,   5.0000,  20.0000]])",-9,-9,-4,16,3,5,-106.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   8.0000,  16.7151,
           5.8820,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   3.0000,   4.4295,
           8.4304,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  11.0000,   6.0769,
           7.0816,   5.0000,  20.0000]])",-16,-17,-4,5,7,6,-104.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  16.0000,   5.8820,
          19.3204,   5.0000,  20.0000],
        [  6.0000,   5.0000,   5.0000, 100.0000,  10.0000,   3.0000,   8.4304,
           6.8080,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   5.0000,   7.0816,
           2.0616,   5.0000,  20.0000]])",0,-6,-8,18,1,1,-104.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   5.0000,  19.3204,
          11.0320,   5.0000,  20.0000],
        [  6.0000,   5.0000,   5.0000, 100.0000,  10.0000,   7.0000,   6.8080,
           6.4017,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   6.0000,   2.0616,
          18.3375,   5.0000,  20.0000]])",-13,-19,-7,10,0,17,-53.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  18.0000,  11.0320,
           5.3488,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,   1.0000,   6.4017,
          15.8616,   5.0000,  20.0000],
        [  2.0000,  10.0000,  10.0000, 100.0000,  10.0000,   1.0000,  18.3375,
           2.3688,   5.0000,  20.0000]])",-9,-9,-4,4,14,0,-52.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,   5.3488,
           4.4920,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  15.8616,
           8.3263,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  17.0000,   2.3688,
           7.0950,   5.0000,  20.0000]])",-5,-5,-16,2,7,6,-140.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   4.0000,   4.4920,
          14.9048,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   8.3263,
           0.7907,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,   7.0950,
          18.1802,   5.0000,  20.0000]])",-4,-4,-8,14,0,17,-66.0
"tensor([[  1.0000,   1.0000,   1.0000, 100.0000,  10.0000,   2.0000,  14.9048,
          10.2794,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   7.0000,   0.7907,
          15.7674,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   6.0000,  18.1802,
          17.5883,   5.0000,  20.0000]])",-15,-15,-1,9,15,17,-80.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  14.0000,  10.2794,
           7.1125,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,  15.7674,
           9.3831,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  17.0000,  17.5883,
          15.2669,   5.0000,  20.0000]])",-10,-10,-16,6,8,14,-147.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,   9.0000,   7.1125,
          13.5230,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  15.0000,   9.3831,
           2.4317,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  17.0000,  15.2669,
           4.9254,   5.0000,  20.0000]])",-7,-7,-9,12,1,4,-45.0
"tensor([[  5.0000,   1.0000,   1.0000, 100.0000,  10.0000,   6.0000,  13.5230,
           4.5947,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   8.0000,   2.4317,
           6.9333,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  14.0000,   4.9254,
           3.1542,   5.0000,  20.0000]])",-14,-14,-2,0,6,2,-77.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,  12.0000,   4.5947,
          12.2751,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   1.0000,   6.9333,
          17.7505,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   4.0000,   3.1542,
          11.3353,   5.0000,  20.0000]])",-5,-5,-7,10,17,10,-49.0
"tensor([[  4.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  12.2751,
           0.2731,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   6.0000,  17.7505,
           7.3167,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   2.0000,  11.3353,
           3.7282,   5.0000,  20.0000]])",-12,-11,-17,0,6,3,-55.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,   0.2731,
           1.8460,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  17.0000,   7.3167,
          14.9909,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  10.0000,   3.7282,
           3.0883,   5.0000,  20.0000]])",0,0,-7,1,14,2,-72.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,   1.8460,
          14.1813,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   6.0000,  14.9909,
           1.1932,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,   3.0000,   3.0883,
          19.7173,   5.0000,  20.0000]])",-2,-1,-14,12,0,19,-22.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,   1.0000,  14.1813,
          17.7653,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   1.1932,
           3.1253,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   2.0000,  19.7173,
           9.6962,   5.0000,  20.0000]])",-14,-14,-1,16,2,9,-37.0
"tensor([[  2.0000,   1.0000,   1.0000, 100.0000,  10.0000,  12.0000,  17.7653,
          12.0154,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   0.0000,   3.1253,
          16.1574,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  19.0000,   9.6962,
          19.8638,   5.0000,  20.0000]])",-18,-18,-3,10,15,19,-73.0
"tensor([[  3.0000,   1.0000,   1.0000, 100.0000,  10.0000,  16.0000,  12.0154,
           1.0131,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  16.1574,
          11.8752,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   9.0000,  19.8638,
           2.9577,   5.0000,  20.0000]])",-12,-12,-16,0,11,2,-72.0
"tensor([[ 12.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,   1.0131,
           0.3357,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  15.0000,  11.8752,
           1.7719,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  19.0000,   2.9577,
           8.2831,   5.0000,  20.0000]])",-1,-1,-12,0,1,7,-125.0
"tensor([[ 15.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,   0.3357,
          18.6825,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  11.0000,   1.7719,
           4.6304,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   2.0000,   8.2831,
           7.8188,   5.0000,  20.0000]])",0,0,-2,4,4,7,-69.0
"tensor([[ 14.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  18.6825,
          11.3581,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   1.0000,   4.6304,
          15.2177,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   7.0000,   7.8188,
           6.3392,   5.0000,  20.0000]])",-18,-19,-5,0,14,5,-38.0
"tensor([[ 13.0000,   1.0000,   1.0000, 100.0000,  10.0000,   4.0000,  11.3581,
          15.6056,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   4.0000,  15.2177,
           2.6824,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   7.0000,   6.3392,
           5.7902,   5.0000,  20.0000]])",-10,-11,-15,3,2,5,-87.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   0.0000,  15.6056,
           7.0994,   5.0000,  20.0000],
        [  3.0000,   5.0000,   5.0000, 100.0000,  10.0000,  14.0000,   2.6824,
          19.5163,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   5.0000,   5.7902,
          16.5488,   5.0000,  20.0000]])",-13,-16,-3,6,17,16,-88.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   3.0000,   7.0994,
          12.3561,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,  19.5163,
          13.0315,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   5.0000,  16.5488,
          12.2886,   5.0000,  20.0000]])",-5,-7,-20,11,11,11,-71.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,   6.0000,  12.3561,
           7.8949,   5.0000,  20.0000],
        [  2.0000,   5.0000,   5.0000, 100.0000,  10.0000,  17.0000,  13.0315,
          11.5151,   5.0000,  20.0000],
        [  2.0000,  10.0000,  10.0000, 100.0000,  10.0000,  16.0000,  12.2886,
          17.4960,   5.0000,  20.0000]])",-10,-10,-11,7,10,15,-89.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  11.0000,   7.8949,
          16.4021,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  11.0000,  11.5151,
          17.4688,   5.0000,  20.0000],
        [  4.0000,  10.0000,  10.0000, 100.0000,  10.0000,  11.0000,  17.4960,
           0.9866,   5.0000,  20.0000]])",-8,-4,-8,15,16,0,-51.0
"tensor([[  1.0000,   1.0000,   1.0000, 100.0000,  10.0000,   7.0000,  16.4021,
          12.0911,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  10.0000,  17.4688,
           3.4152,   5.0000,  20.0000],
        [  1.0000,  10.0000,  10.0000, 100.0000,  10.0000,  15.0000,   0.9866,
          17.4646,   5.0000,  20.0000]])",-16,-15,-16,11,2,16,-55.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  15.0000,  12.0911,
          10.5210,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,  16.0000,   3.4152,
           5.5292,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,   0.0000,  17.4646,
          15.3503,   5.0000,  20.0000]])",-12,-12,-3,10,5,14,-47.0
"tensor([[  0.0000,   1.0000,   1.0000, 100.0000,  10.0000,  11.0000,  10.5210,
          10.5858,   5.0000,  20.0000],
        [  1.0000,   5.0000,   5.0000, 100.0000,  10.0000,   2.0000,   5.5292,
           4.3354,   5.0000,  20.0000],
        [  0.0000,  10.0000,  10.0000, 100.0000,  10.0000,  16.0000,  15.3503,
          17.9252,   5.0000,  20.0000]])",-10,-11,-6,10,3,17,-83.0
"tensor([[  3.0000,   1.0000,   1.0000, 100.0000,  10.0000,  10.0000,  10.5858,
          14.1462,   5.0000,  20.0000],
        [  0.0000,   5.0000,   5.0000, 100.0000,  10.0000,   5.0000,   4.3354,
          14.9316,   5.0000,  20.0000],
        [  5.0000,  10.0000,  10.0000, 100.0000,  10.0000,  14.0000,  17.9252,
           9.1312,   5.0000,  20.0000]])",-11,-6,1,11,14,4,-33.0
