Gen,PCdiversity
0,0.9975
1,0.955
2,0.9325
3,0.93
4,0.88
5,0.8375
6,0.82
7,0.815
8,0.8275
9,0.8125
10,0.79
11,0.8125
12,0.745
13,0.8075
14,0.775
15,0.7825
16,0.76
17,0.7775
18,0.785
19,0.77
20,0.75
21,0.755
22,0.7625
23,0.765
24,0.76
25,0.77
26,0.725
27,0.79
28,0.6925
29,0.78
30,0.78
31,0.7575
32,0.7975
33,0.845
34,0.7925
35,0.79
36,0.8175
37,0.84
38,0.8325
39,0.85
40,0.825
41,0.8075
42,0.8275
43,0.8175
44,0.8525
45,0.84
46,0.82
47,0.815
48,0.7675
49,0.775
50,0.765
