Gen,PCdiversity_subpop1,PCdiversity_subpop2,PCdiversity
0,1.0,0.9333333333333333,0.9666666666666667
1,0.7333333333333333,0.8,0.7666666666666666
2,0.8,0.8,0.8
3,0.8666666666666667,0.6,0.7333333333333334
4,0.7333333333333333,0.5333333333333333,0.6333333333333333
