Gen,PCdiversity
0,0.9925
1,0.93
2,0.94
3,0.8975
4,0.8475
5,0.8275
6,0.8525
7,0.8775
8,0.9125
9,0.855
10,0.875
11,0.8425
12,0.7625
13,0.7675
14,0.7425
15,0.73
16,0.7725
17,0.72
18,0.705
19,0.77
20,0.745
21,0.76
22,0.7425
23,0.7475
24,0.8325
25,0.795
26,0.745
27,0.7975
28,0.77
29,0.7525
30,0.7075
31,0.7325
32,0.7675
33,0.785
34,0.795
35,0.77
36,0.715
37,0.705
38,0.7525
39,0.7775
40,0.7325
41,0.8225
42,0.8425
43,0.8025
44,0.7875
45,0.77
46,0.79
47,0.8025
48,0.825
49,0.77
50,0.8
