Gen,PCdiversity
0,1.0
1,0.965
2,0.9275
3,0.9175
4,0.8225
5,0.75
6,0.8425
7,0.8125
8,0.85
9,0.835
10,0.785
11,0.8175
12,0.77
13,0.785
14,0.8025
15,0.73
16,0.715
17,0.7675
18,0.76
19,0.71
20,0.745
21,0.7275
22,0.7
23,0.735
24,0.7
25,0.7825
26,0.78
27,0.78
28,0.745
29,0.76
30,0.7475
31,0.76
32,0.81
33,0.765
34,0.7675
35,0.7725
36,0.82
37,0.81
38,0.815
39,0.805
40,0.79
41,0.8025
42,0.8175
43,0.8525
44,0.865
45,0.8625
46,0.8325
47,0.8575
48,0.8275
49,0.855
50,0.855
