Gen,PCdiversity
0,1.0
1,0.9725
2,0.935
3,0.865
4,0.85
5,0.885
6,0.915
7,0.8525
8,0.8375
9,0.8425
10,0.7725
11,0.845
12,0.7575
13,0.7975
14,0.825
15,0.7675
16,0.8125
17,0.7925
18,0.8025
19,0.7725
20,0.8275
21,0.82
22,0.8225
23,0.855
24,0.8375
25,0.88
26,0.83
27,0.8
28,0.7975
29,0.8625
30,0.8475
31,0.8525
32,0.8625
33,0.8475
34,0.84
35,0.8825
36,0.8025
37,0.755
38,0.8075
39,0.815
40,0.8375
41,0.765
42,0.8675
43,0.8175
44,0.7975
45,0.8175
46,0.8025
47,0.8175
48,0.89
49,0.88
50,0.83
