Gen,PCdiversity
0,0.98
1,0.95
2,0.885
3,0.8675
4,0.8375
5,0.8225
6,0.75
7,0.8475
8,0.81
9,0.8125
10,0.8
11,0.76
12,0.765
13,0.7775
14,0.79
15,0.7975
16,0.795
17,0.7675
18,0.7225
19,0.7475
20,0.805
21,0.805
22,0.7625
23,0.7775
24,0.745
25,0.78
26,0.765
27,0.7925
28,0.7975
29,0.76
30,0.7375
31,0.755
32,0.7725
33,0.74
34,0.7675
35,0.755
36,0.7675
37,0.7925
38,0.7625
39,0.76
40,0.7925
41,0.73
42,0.7725
43,0.8025
44,0.7825
45,0.805
46,0.76
47,0.84
48,0.8325
49,0.79
50,0.8025
